direction,profile,program_code,vuz,faculty,exams,scores,forms
Педагогическое образование (с двумя профилями подготовки),Иностранный язык (английский язык) и Иностранный язык (немецкий язык),44.03.05,ОмГПУ,Факультет иностранных языков,"[['РЯ'], ['О'], ['ИЯ', 'И']]","[['193', 'очно']]","[{'education_form2': 'Очная', 'score': '193', 'free_places': '36', 'average_score': '220', 'olympic': 'no data', 'price': -133600}]"
Педагогическое образование (с двумя профилями подготовки),Иностранный язык (английский язык) и Иностранный язык (французский язык),44.03.05,ОмГПУ,Факультет иностранных языков,"[['РЯ'], ['О'], ['ИЯ', 'Л']]","[['218', 'очно']]","[{'education_form2': 'Очная', 'score': '218', 'free_places': '16', 'average_score': '225', 'olympic': 'no data', 'price': -133600}]"
Педагогическое образование (с двумя профилями подготовки),Иностранный язык (китайский язык) и Иностранный язык (английский язык),44.03.05,ОмГПУ,Факультет иностранных языков,"[['РЯ'], ['О'], ['ИКТ', 'ИЯ']]","[['256', 'очно']]","[{'education_form2': 'Очная', 'score': '256', 'free_places': '14', 'average_score': '263', 'olympic': 'no data', 'price': -133600}]"
Педагогическое образование (с двумя профилями подготовки),Иностранный язык (английский язык) и Иностранный язык (испанский язык),44.03.05,ОмГПУ,Факультет иностранных языков,"[['РЯ'], ['О'], ['Г', 'ИЯ']]","[['224', 'очно']]","[{'education_form2': 'Очная', 'score': '224', 'free_places': '16', 'average_score': '235', 'olympic': 'no data', 'price': -133600}]"
Педагогическое образование (с двумя профилями подготовки),Право и История,44.03.05,ОмГПУ,"Факультет истории, философии и права","[['РЯ'], ['О'], ['И', 'Л']]","[['175', 'очно']]","[{'education_form2': 'Очная', 'score': '175', 'free_places': '28', 'average_score': '195', 'olympic': 'no data', 'price': -133600}]"
Педагогическое образование (с двумя профилями подготовки),История и Обществознание,44.03.05,ОмГПУ,"Факультет истории, философии и права","[['РЯ'], ['О'], ['ИЯ', 'И']]","[['177', 'очно']]","[{'education_form2': 'Очная', 'score': '177', 'free_places': '28', 'average_score': '195', 'olympic': 'no data', 'price': -133600}]"
Педагогическое образование (с двумя профилями подготовки),Изобразительное искусство и Дополнительное образование (дизайн),44.03.05,ОмГПУ,Факультет искусств,"[['РЯ'], ['О'], ['ДЭ']]","[['132', 'очно']]","[{'education_form2': 'Очная', 'score': '132', 'free_places': '29', 'average_score': '153', 'olympic': 'no data', 'price': -133600}]"
Педагогическое образование (с двумя профилями подготовки),Русский язык и Литература,44.03.05,ОмГПУ,Филологический факультет,"[['РЯ'], ['О'], ['И', 'Л']]","[['192', 'очно']]","[{'education_form2': 'Очная', 'score': '192', 'free_places': '72', 'average_score': '210', 'olympic': 'no data', 'price': -133600}]"
Педагогическое образование (с двумя профилями подготовки),Экономика и Иностранный язык (английский язык),44.03.05,ОмГПУ,"Факультет экономики, менеджмента, сервиса и туризма","[['РЯ'], ['О'], ['ИЯ', 'И']]","[['181', 'очно']]","[{'education_form2': 'Очная', 'score': '181', 'free_places': '30', 'average_score': '195', 'olympic': 'no data', 'price': -133600}]"
Дизайн,Графический дизайн,54.03.01,ОмГПУ,Факультет искусств,"[['РЯ'], ['О'], ['ДЭ']]",[],"[{'education_form2': 'Очно-заочная', 'score': 'Только платное', 'free_places': 'Нет данных', 'average_score': 'no data', 'olympic': 'no data', 'price': -73400}]"
Фундаментальная информатика и информационные технологии,Технологии искусственного интеллекта,02.03.02,ОмГТУ,Факультет информационных технологий и компьютерных систем,"[['РЯ'], ['M'], ['ИКТ', 'Ф']]","[['232', 'очно']]","[{'education_form2': 'Очная', 'score': '232', 'free_places': '55', 'average_score': '257', 'olympic': 'no data', 'price': -133600}]"
Математическое обеспечение и администрирование информационных систем,Технологии больших данных,02.03.03,ОмГТУ,Факультет информационных технологий и компьютерных систем,"[['РЯ'], ['M'], ['ИКТ', 'Ф']]","[['219', 'очно']]","[{'education_form2': 'Очная', 'score': '219', 'free_places': '25', 'average_score': '235', 'olympic': 'no data', 'price': -133600}]"
Строительство,Промышленное и гражданское строительство объектов нефтегазового комплекса,08.03.01,ОмГТУ,"Факультет транспорта, нефти и газа","[['РЯ'], ['M'], ['ИКТ', 'Ф']]","[['176', 'очно']]","[{'education_form2': 'Очная', 'score': '176', 'free_places': '50', 'average_score': '205', 'olympic': 'no data', 'price': -151800}, {'education_form2': 'Очно-заочная', 'score': 'Только платное', 'free_places': 'Нет данных', 'average_score': '205', 'olympic': 'no data', 'price': -44400}]"
Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети; Технологии разработки программного обеспечения; Автоматизированные системы обработки информации и управления; САПР и цифровая поддержка жизненного цикла изделий",09.03.01,ОмГТУ,Факультет информационных технологий и компьютерных систем,"[['РЯ'], ['M'], ['ИКТ', 'Ф']]","[['191', 'очно']]","[{'education_form2': 'Очная', 'score': '191', 'free_places': '133', 'average_score': '213', 'olympic': 'no data', 'price': -151800}, {'education_form2': 'Заочная', 'score': 'Только платное', 'free_places': 'Нет данных', 'average_score': '213', 'olympic': 'no data', 'price': -55800}]"
Информационные системы и технологии,Цифровое управление,09.03.02,ОмГТУ,Нефтехимический институт,"[['РЯ'], ['M'], ['ИКТ', 'Ф']]","[['204', 'очно']]","[{'education_form2': 'Очная', 'score': '204', 'free_places': '27', 'average_score': '232', 'olympic': 'no data', 'price': -151800}]"
Информационные системы и технологии,"Цифровые медиатехнологии, виртуальная и дополненная реальность",09.03.02,ОмГТУ,Факультет информационных технологий и компьютерных систем,"[['РЯ'], ['M'], ['ИКТ', 'Ф']]","[['204', 'очно']]","[{'education_form2': 'Очная', 'score': '204', 'free_places': '56', 'average_score': '232', 'olympic': 'no data', 'price': -151800}]"
